window,window_end,detectable_at,rule_id,metric,value,reference,status,severity,reason,owner,escalation,action,suppressed,suppression_reason,n_rows,in_sample,model_id
2009Q4,2009-12-31,2010-12-31,MON-04,observed_over_expected,3.3584524275022685,,breach,high,"3.3585 outside breach band [0.5, 2.0]",model_owner,second_line_and_model_risk_committee,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",30074,false,RISKOS_PD_001
2017Q1,2017-03-31,2018-03-31,MON-04,observed_over_expected,2.2013366044333647,,breach,high,"2.2013 outside breach band [0.5, 2.0]",model_owner,second_line_and_model_risk_committee,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",25573,false,RISKOS_PD_001
2017Q2,2017-06-30,2018-06-30,MON-04,observed_over_expected,2.2887417031214303,,breach,high,"2.2887 outside breach band [0.5, 2.0]",model_owner,second_line_and_model_risk_committee,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",26348,false,RISKOS_PD_001
2019Q2,2019-06-30,2020-06-30,MON-05,gini,0.417873310815831,0.787221102767375,breach,high,46.9% below the development-sample 0.7872 (breach at 25%),model_owner,second_line_and_model_risk_committee,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",32532,false,RISKOS_PD_001
2019Q2,2019-06-30,2020-06-30,MON-04,observed_over_expected,6.691050074672399,,breach,high,"6.6911 outside breach band [0.5, 2.0]",model_owner,second_line_and_model_risk_committee,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",32532,false,RISKOS_PD_001
2019Q3,2019-09-30,2020-09-30,MON-04,observed_over_expected,10.98616871127642,,breach,high,"10.9862 outside breach band [0.5, 2.0]",model_owner,second_line_and_model_risk_committee,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",32681,false,RISKOS_PD_001
2019Q3,2019-09-30,2020-09-30,MON-05,gini,0.3858824431698793,0.787221102767375,breach,high,51.0% below the development-sample 0.7872 (breach at 25%),model_owner,second_line_and_model_risk_committee,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",32681,false,RISKOS_PD_001
2019Q4,2019-12-31,2020-12-31,MON-05,gini,0.38228800866612156,0.787221102767375,breach,high,51.4% below the development-sample 0.7872 (breach at 25%),model_owner,second_line_and_model_risk_committee,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",32789,false,RISKOS_PD_001
2019Q4,2019-12-31,2020-12-31,MON-04,observed_over_expected,11.968598637442675,,breach,high,"11.9686 outside breach band [0.5, 2.0]",model_owner,second_line_and_model_risk_committee,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",32789,false,RISKOS_PD_001
1999Q1,1999-03-31,1999-03-31,MON-02,max_feature_csi,12.404373315285838,,breach,medium,12.4044 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",3275,true,RISKOS_PD_001
1999Q2,1999-06-30,1999-06-30,MON-02,max_feature_csi,10.411308908141281,,breach,medium,10.4113 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",13833,true,RISKOS_PD_001
1999Q3,1999-09-30,1999-09-30,MON-02,max_feature_csi,8.830881526630687,,breach,medium,8.8309 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",22414,true,RISKOS_PD_001
1999Q3,1999-09-30,2000-09-30,MON-06,brier_reliability,0.000011541764823407784,8.285079028259359e-7,breach,medium,1293.1% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",22414,true,RISKOS_PD_001
1999Q3,1999-09-30,2000-09-30,MON-04,observed_over_expected,0.5604293250696586,,warn,medium,"0.5604 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",22414,true,RISKOS_PD_001
1999Q4,1999-12-31,2000-12-31,MON-06,brier_reliability,5.807712842427505e-6,8.285079028259359e-7,breach,medium,601.0% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",29213,true,RISKOS_PD_001
1999Q4,1999-12-31,1999-12-31,MON-02,max_feature_csi,7.1215803684126815,,breach,medium,7.1216 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",29213,true,RISKOS_PD_001
1999Q4,1999-12-31,2000-12-31,MON-04,observed_over_expected,0.6250359010625512,,warn,medium,"0.6250 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",29213,true,RISKOS_PD_001
2000Q1,2000-03-31,2001-03-31,MON-04,observed_over_expected,0.7810648030387413,,warn,medium,"0.7811 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",38146,true,RISKOS_PD_001
2000Q1,2000-03-31,2000-03-31,MON-02,max_feature_csi,6.074367471823111,,breach,medium,6.0744 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",38146,true,RISKOS_PD_001
2000Q2,2000-06-30,2000-06-30,MON-02,max_feature_csi,4.900256015436931,,breach,medium,4.9003 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",46408,true,RISKOS_PD_001
2000Q2,2000-06-30,2000-06-30,MON-01,score_psi,0.10590049210244552,,warn,medium,0.1059 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",46408,true,RISKOS_PD_001
2000Q3,2000-09-30,2000-09-30,MON-02,max_feature_csi,3.996593450263378,,breach,medium,3.9966 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",55501,true,RISKOS_PD_001
2000Q3,2000-09-30,2000-09-30,MON-01,score_psi,0.1359174984032663,,warn,medium,0.1359 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",55501,true,RISKOS_PD_001
2000Q4,2000-12-31,2000-12-31,MON-01,score_psi,0.1545043175090668,,warn,medium,0.1545 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",64034,true,RISKOS_PD_001
2000Q4,2000-12-31,2000-12-31,MON-02,max_feature_csi,3.396730541048772,,breach,medium,3.3967 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",64034,true,RISKOS_PD_001
2001Q1,2001-03-31,2001-03-31,MON-01,score_psi,0.14581005240837325,,warn,medium,0.1458 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",68530,true,RISKOS_PD_001
2001Q1,2001-03-31,2001-03-31,MON-02,max_feature_csi,2.819201996126866,,breach,medium,2.8192 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",68530,true,RISKOS_PD_001
2001Q2,2001-06-30,2002-06-30,MON-06,brier_reliability,4.271384453353895e-6,8.285079028259359e-7,breach,medium,415.6% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",73447,true,RISKOS_PD_001
2001Q2,2001-06-30,2001-06-30,MON-01,score_psi,0.11135851949887711,,warn,medium,0.1114 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",73447,true,RISKOS_PD_001
2001Q2,2001-06-30,2001-06-30,MON-02,max_feature_csi,2.398500028685287,,breach,medium,2.3985 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",73447,true,RISKOS_PD_001
2001Q3,2001-09-30,2001-09-30,MON-02,max_feature_csi,2.3117075162996454,,breach,medium,2.3117 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",79142,true,RISKOS_PD_001
2001Q3,2001-09-30,2002-09-30,MON-06,brier_reliability,4.634318268199647e-6,8.285079028259359e-7,breach,medium,459.4% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",79142,true,RISKOS_PD_001
2001Q4,2001-12-31,2001-12-31,MON-02,max_feature_csi,1.8941173645549694,,breach,medium,1.8941 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",78769,true,RISKOS_PD_001
2001Q4,2001-12-31,2002-12-31,MON-06,brier_reliability,7.2494167817354535e-6,8.285079028259359e-7,breach,medium,775.0% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",78769,true,RISKOS_PD_001
2002Q1,2002-03-31,2002-03-31,MON-02,max_feature_csi,1.603940103560439,,breach,medium,1.6039 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",82599,true,RISKOS_PD_001
2002Q2,2002-06-30,2002-06-30,MON-02,max_feature_csi,1.5670851334665754,,breach,medium,1.5671 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",87680,true,RISKOS_PD_001
2002Q3,2002-09-30,2002-09-30,MON-02,max_feature_csi,1.2912630313797786,,breach,medium,1.2913 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",88460,true,RISKOS_PD_001
2002Q4,2002-12-31,2002-12-31,MON-02,max_feature_csi,0.5948961791976964,,breach,medium,0.5949 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",86206,true,RISKOS_PD_001
2003Q1,2003-03-31,2003-03-31,MON-02,max_feature_csi,0.29590081110183614,,breach,medium,0.2959 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",83709,true,RISKOS_PD_001
2004Q1,2004-03-31,2005-03-31,MON-06,brier_reliability,0.000011634666081277008,8.285079028259359e-7,breach,medium,1304.3% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",82499,true,RISKOS_PD_001
2004Q2,2004-06-30,2005-06-30,MON-06,brier_reliability,4.966191690632458e-6,8.285079028259359e-7,breach,medium,499.4% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",87569,true,RISKOS_PD_001
2004Q2,2004-06-30,2004-06-30,MON-02,max_feature_csi,0.2680981617971081,,breach,medium,0.2681 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",87569,true,RISKOS_PD_001
2004Q3,2004-09-30,2004-09-30,MON-02,max_feature_csi,0.31347617012114726,,breach,medium,0.3135 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",92234,true,RISKOS_PD_001
2004Q4,2004-12-31,2004-12-31,MON-02,max_feature_csi,0.38775439719298826,,breach,medium,0.3878 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",97277,true,RISKOS_PD_001
2005Q1,2005-03-31,2006-03-31,MON-06,brier_reliability,6.4986871606041184e-6,8.285079028259359e-7,breach,medium,684.4% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",102257,true,RISKOS_PD_001
2005Q1,2005-03-31,2005-03-31,MON-02,max_feature_csi,0.46636746811854946,,breach,medium,0.4664 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",102257,true,RISKOS_PD_001
2005Q2,2005-06-30,2005-06-30,MON-02,max_feature_csi,0.5430590860214045,,breach,medium,0.5431 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",108062,true,RISKOS_PD_001
2005Q3,2005-09-30,2006-09-30,MON-06,brier_reliability,4.309671383207491e-6,8.285079028259359e-7,breach,medium,420.2% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",112787,true,RISKOS_PD_001
2005Q3,2005-09-30,2005-09-30,MON-02,max_feature_csi,0.6308109341707172,,breach,medium,0.6308 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",112787,true,RISKOS_PD_001
2005Q4,2005-12-31,2005-12-31,MON-02,max_feature_csi,0.6861407706057236,,breach,medium,0.6861 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",117977,true,RISKOS_PD_001
2006Q1,2006-03-31,2006-03-31,MON-02,max_feature_csi,0.6923998257092705,,breach,medium,0.6924 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",123557,true,RISKOS_PD_001
2006Q2,2006-06-30,2006-06-30,MON-02,max_feature_csi,0.6666875511775527,,breach,medium,0.6667 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",129059,true,RISKOS_PD_001
2006Q3,2006-09-30,2006-09-30,MON-02,max_feature_csi,0.5923467618873953,,breach,medium,0.5923 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",135327,true,RISKOS_PD_001
2006Q4,2006-12-31,2007-12-31,MON-06,brier_reliability,7.102355882553982e-6,8.285079028259359e-7,breach,medium,757.2% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",140753,true,RISKOS_PD_001
2006Q4,2006-12-31,2006-12-31,MON-02,max_feature_csi,0.5932390357713224,,breach,medium,0.5932 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",140753,true,RISKOS_PD_001
2007Q1,2007-03-31,2008-03-31,MON-06,brier_reliability,0.000018165442422066362,8.285079028259359e-7,breach,medium,2092.5% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",24632,false,RISKOS_PD_001
2007Q1,2007-03-31,2008-03-31,MON-05,gini,0.7019346434925509,0.787221102767375,warn,medium,10.8% below the development-sample 0.7872 (warn at 10%),model_owner,model_owner_and_second_line,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",24632,false,RISKOS_PD_001
2007Q1,2007-03-31,2008-03-31,MON-04,observed_over_expected,1.425308768249224,,warn,medium,"1.4253 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",24632,false,RISKOS_PD_001
2007Q1,2007-03-31,2007-03-31,MON-02,max_feature_csi,0.6361473174146355,,breach,medium,0.6361 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",24632,false,RISKOS_PD_001
2007Q2,2007-06-30,2008-06-30,MON-04,observed_over_expected,1.54676046470171,,warn,medium,"1.5468 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",25550,false,RISKOS_PD_001
2007Q2,2007-06-30,2007-06-30,MON-02,max_feature_csi,0.6626737178321525,,breach,medium,0.6627 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",25550,false,RISKOS_PD_001
2007Q2,2007-06-30,2008-06-30,MON-05,gini,0.6694199759726305,0.787221102767375,warn,medium,15.0% below the development-sample 0.7872 (warn at 10%),model_owner,model_owner_and_second_line,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",25550,false,RISKOS_PD_001
2007Q2,2007-06-30,2008-06-30,MON-06,brier_reliability,0.00002203143925367797,8.285079028259359e-7,breach,medium,2559.2% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",25550,false,RISKOS_PD_001
